STL,English,Type
"always ( E u e Z P g v > 37 and E u e Z P g v < 80 -> G >= 3 )","Globally, during the interval that the value of E u e Z P g v is higher than 37 and less than 80, then in response G will have to be instantly at least 3.","immediate_response"
"always ( not (D < 2642) -> rise ((not (Y B m <= 1824)) until [0:97] (E 3 s 6 _ N g A b 6 == y 4 P)) )","During the interval that the value of signal D isn't below 2642, then in response the condition that the value of Y B m is uninterruptedly not no larger than 1824 till the E 3 s 6 _ N g A b 6 signal is eventually y 4 P at a certain time instant starting at most 97 time units shall shift from false to true.","temporal_response"
"always ( not (w k r < 4) -> rise ((not (k R r _ <= 93.72)) until [0:3] (N L == D)) )","Everytime when the w k r signal isn't below 4, then in response the condition that without interruption k R r _ will never be less than or equal to 93.72 until the state of signal N L is D eventually at a time during the first 3 time units shall shift from false to true.","temporal_response"
"always ( not (_ 1 z T K x < 2822) -> rise ((not (o U y <= 0)) until [0:8] (_ m 9 == e)) )","Globally, everytime when _ 1 z T K x is not less than 2822, then the condition that the value of o U y will never be at most 0 until _ m 9 is finally set to e at sometime during the subsequent 8 time units needs to shift from false to true.","temporal_response"
"always ( not (h K _ V E y o < 4) -> rise ((not (X t H I D 2 m i <= 21)) until [0:6] (F a P d N 5 _ R t V == k U O b P c p d K X)) )","It is always the case that when the h K _ V E y o signal isn't less than 4 then in response the condition that uninterruptedly the value of signal X t H I D 2 m i won't be no more than 21 until the state of F a P d N 5 _ R t V is finally in k U O b P c p d K X at sometime during the following 6 time units should shift from false to true.","temporal_response"
"always ( not (_ Z < 1740) -> rise ((not (_ x <= 41)) until [0:20] (T K t r P a X == R i e _ Q i d Y U)) )","When _ Z is not less than 1740, then the condition that the value of signal _ x will continuously not be at most 41 till the T K t r P a X signal is eventually set to R i e _ Q i d Y U at a certain moment in the following 20 time units will be detected to shift from false to true.","temporal_response"
"always ( n I l g 0 g g == F f and p V < 0 -> once [6:8] (f K y a U I _ v K > 7.0) )","In the event that the n I l g 0 g g signal is in F f and the p V signal is smaller than 0, then in response there existed a certain time point during the elapsed 6 to 8 time units, at which the value of f K y a U I _ v K ought to be once higher than 7.0.","temporal_response"
"always ( T M == E D H y c 2 and L K 2 8 V < 0 -> once [84:91] (t b Z 8 > 2224) )","It is always the case that when T M is set to E D H y c 2, and L K 2 8 V is below 0 then the following condition holds: the value of signal t b Z 8 ought to be more than 2224 once at a certain moment in the elapsed 84 to 91 time units.","temporal_response"
"always ( E H E X 0 a == U j C R h R L 0 l and N l x 1 f w y g b < 6 -> once [72:87] (q n p e G > 9) )","It is always the case that while the state of signal E H E X 0 a stays in U j C R h R L 0 l and the N l x 1 f w y g b signal is smaller than 6 then all of the following conditions are true: the q n p e G signal would have to be more than 9 once at a certain time point in the past 72 to 87 time units.","temporal_response"
"always ( X B B i == F 4 f t 1 6 t and p 4 x b 0 g < 1627 -> once [402.2:1440.1] (U K 6 d b w e s > 1) )","On condition that the mode of X B B i keeps in F 4 f t 1 6 t and the value of signal p 4 x b 0 g is less than 1627 then the following condition is true: there would exist a certain time point before between 402.2 to 1440.1 time units, at which the value of U K 6 d b w e s must be once greater than 1.","temporal_response"
"always ( w 9 D m q Q W p == r 8 6 6 9 C and Q A < 6 -> once [8:9] (v S P n _ V > 6) )","When the w 9 D m q Q W p signal is in r 8 6 6 9 C and the value of signal Q A is smaller than 6 then in response there needed to exist a certain moment during the elapsed 8 to 9 time units once, at which the v S P n _ V signal needed to be above 6.","temporal_response"
"always (b U d B y R i L == X b x H e Y 7 N 0 t and b a j X B == x D u R R x 7 j 9)","In the future till the execution ends, the b U d B y R i L signal should be in X b x H e Y 7 N 0 t consecutively and the mode of b a j X B is set to x D u R R x 7 j 9 without interruption.","invariance_reachability"
"always (X A == o G m q _ and g U W 7 T D 4 r h == O w 7 V u f G 4 t)","In the future before the end of the execution X A will be consistently remaining in o G m q _, and the mode of signal g U W 7 T D 4 r h will consistently remain in O w 7 V u f G 4 t.","invariance_reachability"
"always (s b i 4 w == M 5 O l O A and i L z Y o V _ C == t h J)","In the future before the end of the simulation, the s b i 4 w signal shall be consistently in M 5 O l O A and the i L z Y o V _ C signal will remain in t h J.","invariance_reachability"
"always (Q 3 j k J A o g V O == j e n y 8 v and _ b M o == N j 1 N s s r i)","In the future before the end of the execution, Q 3 j k J A o g V O needs to be in j e n y 8 v consecutively and uninterruptedly _ b M o stays in N j 1 N s s r i.","invariance_reachability"
"always (c q == b Q M Q A 7 8 l B r and E H 6 g 7 R g == e f o)","In the future until the end of the simulation, the state of signal c q should be set to b Q M Q A 7 8 l B r continuously, and the mode of E H 6 g 7 R g will be remaining in e f o.","invariance_reachability"
"always ( L < 4.52 and z 9 h B E e w J 8 M < 99 -> rise (u 2 r 0 R >= 20) and (O U s Z _ r e N 6 > 76 and O U s Z _ r e N 6 < 83) )","Globally, during the interval that the value of L stays less than 4.52 and the value of signal z 9 h B E e w J 8 M stays less than 99 then all of the following conditions hold: the event that the u 2 r 0 R signal gets to at least 20 occurs starting without any delay, and the O U s Z _ r e N 6 signal is instantly greater than 76 and below 83.","immediate_response"
"always ( A 9 1 j < 58 and T x _ 3 H M < 9 -> rise (v >= 2369) and (S 8 6 x 9 4 c E > 4 and S 8 6 x 9 4 c E < 69) )","Globally, when the A 9 1 j signal is less than 58 and T x _ 3 H M stays below 9 then in response starting without any delay the event that the value of signal v rises to no less than 2369 must be observed and the value of signal S 8 6 x 9 4 c E should remain larger than 4 and smaller than 69.","immediate_response"
"always ( b J s E W l < 55 and V b O 0 q 1 G < 7 -> rise (p w c n y w w >= 90) and (W e Y c h E m > 5.03 and W e Y c h E m < 8.02) )","In the case the b J s E W l signal stays less than 55 and the value of signal V b O 0 q 1 G keeps less than 7 then in response the scenario that the value of signal p w c n y w w goes to at least 90 should be observed at the same time point, and the value of signal W e Y c h E m should remain larger than 5.03 and less than 8.02 without any delay.","immediate_response"
"always ( g < 32 and a g G N S p y C < 28 -> rise (A X h 1 2 U z W x t >= 9.95) and (F y R > 90 and F y R < 92) )","In the event that the value of signal g remains less than 32, and the a g G N S p y C signal remains below 28, then all of the following conditions are true: the event that the value of A X h 1 2 U z W x t rises to no less than 9.95 ought to get detected right away and the value of F y R should keep above 90 and smaller than 92.","immediate_response"
"always ( O P e G t Q T C Z 6 < 8 and P A c g S < 2035.8 -> rise (j O h 1 a f 3 I X >= 78) and (y F g L 1 W E 8 > 5.79 and y F g L 1 W E 8 < 9.69) )","It is always the case that while the O P e G t Q T C Z 6 signal stays less than 8 and the P A c g S signal keeps less than 2035.8, then all of the following conditions are true: at the same moment the value of signal j O h 1 a f 3 I X gets raised to at least 78 and promptly y F g L 1 W E 8 ought to stay larger than 5.79 and less than 9.69.","immediate_response"
"eventually [0:42] (rise (H Q T k 8 4 == 73.13))","At a certain time point during the first 42 time units the event that H Q T k 8 4 gets changed to 73.13 will eventually take place.","invariance_reachability"
"eventually [0:9] (rise (R Y 7 f 3 X W M M == 8.29))","The event that the value of signal R Y 7 f 3 X W M M is shifted to 8.29 shall ultimately take place at a certain moment after at most 9 time units.","invariance_reachability"
"eventually [0:8] (rise (q l F h j n f == 23))","Finally there needs to exist a certain moment within 8 time units, at which the value of q l F h j n f shall shift to 23.","invariance_reachability"
"eventually [0:1] (rise (l u d T F Y j U c == 10))","There has to be a certain time instant in the first 1 time units, at which the scenario that the value of l u d T F Y j U c gets set to 10 ought to be observed ultimately.","invariance_reachability"
"eventually [0:8] (rise (Q 7 M j M P w L G == 2))","There is eventually a time starting at most 8 time units, at which the transition action that Q 7 M j M P w L G gets equal to 2 should occur.","invariance_reachability"
"always ( not (W X >= 1046 and W X <= 1416) and rise (f H K T < 99.6) -> q Y r >= 1253 )","Everytime when the W X signal is out of the range [1046, 1416] and the scenario that the value of f H K T becomes less than 99.6 takes place then the following condition is true: instantly the q Y r signal has to be at least 1253.","immediate_response"
"always ( not (d 4 e t j 0 >= 12.8 and d 4 e t j 0 <= 84.0) and rise (c h a R S < 8.3) -> R Y >= 1208.92 )","Globally, if the d 4 e t j 0 signal is out of the range [12.8, 84.0] and the transition action that the c h a R S signal gets below 8.3 happens then the following condition is true: immediately R Y is no less than 1208.92.","immediate_response"
